PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
15308-0712_aa49d152-d6bf-4a05-b9d3-835b8b2e32f5	15308-0712	BULK INGREDIENT	Mercaptopurine	POWDER	19830101		BULK INGREDIENT	Aarti Pharmalabs Limited	MERCAPTOPURINE	1	kg/kg		20241231
15308-0713_beaffa9e-41c1-4270-b5dc-29e28192b405	15308-0713	BULK INGREDIENT	Desonide	POWDER	19830101		BULK INGREDIENT	Aarti Pharmalabs Limited	DESONIDE	1	kg/kg		20241231
15308-0714_a28a85e9-0b6a-4dc2-9e26-7cf5c3a6da75	15308-0714	BULK INGREDIENT	Capecitabine	POWDER	19990101		BULK INGREDIENT	Aarti Pharmalabs Limited	CAPECITABINE	1	kg/kg		20241231
15308-0715_d51785b1-e67e-42b0-9530-b86fafc9a9df	15308-0715	BULK INGREDIENT	Mesna	POWDER	20020101		BULK INGREDIENT	Aarti Pharmalabs Limited	MESNA	1	kg/kg		20241231
15308-0716_5f961cce-f2c9-4304-975e-5c6908484791	15308-0716	BULK INGREDIENT	Adapalene	POWDER	19970101		BULK INGREDIENT	Aarti Pharmalabs Limited	ADAPALENE	1	kg/kg		20241231
15308-0718_43a74cbd-e401-4455-a7fb-c3feb770a6b9	15308-0718	BULK INGREDIENT	Ranolazine	POWDER	20080101		BULK INGREDIENT	Aarti Pharmalabs Limited	RANOLAZINE	1	kg/kg		20241231
15308-0722_5b5583af-6c18-41c5-813e-45e3fb70e1a7	15308-0722	BULK INGREDIENT	Loteprednol Etabonate	POWDER	20110630		BULK INGREDIENT	Aarti Pharmalabs Limited	LOTEPREDNOL ETABONATE	1	kg/kg		20251231
15308-0732_cce20f24-e7fc-4c78-b9e9-76b1d3acbf9f	15308-0732	BULK INGREDIENT	AZATHIOPRINE	POWDER	20040203		BULK INGREDIENT	Aarti Pharmalabs Limited	AZATHIOPRINE	1	kg/kg		20241231
15308-0811_bd91dae5-5e88-43da-8bf6-b6180039dddc	15308-0811	BULK INGREDIENT	Diflunisal	POWDER	20120408		BULK INGREDIENT	Aarti Pharmalabs Limited	DIFLUNISAL	1	kg/kg		20241231
15308-0900_0c8bf1c7-75d1-468d-bed1-0c02594887c9	15308-0900	BULK INGREDIENT	Benazepril Hydrochloride	POWDER	19920101		BULK INGREDIENT	Aarti Pharmalabs Limited	BENAZEPRIL HYDROCHLORIDE	1	kg/kg		20241231
15308-0921_357c4f65-bea9-4cd0-9fbf-4437cea7eb81	15308-0921	BULK INGREDIENT	Cyclophosphamide	POWDER	20210927		BULK INGREDIENT	Aarti Pharmalabs Limited	CYCLOPHOSPHAMIDE	1	kg/kg		20241231
15308-1000_b5e6861e-4744-4e6e-9b1d-63562c508487	15308-1000	BULK INGREDIENT	Perindopril Erbumine	POWDER	19940101		BULK INGREDIENT	Aarti Pharmalabs Limited	PERINDOPRIL ERBUMINE	1	kg/kg		20241231
15308-1001_fcd5aa14-2a01-4ad4-b08f-1afa918f64c8	15308-1001	BULK INGREDIENT	Ipratropium Bromide	POWDER	20020101		BULK INGREDIENT	Aarti Pharmalabs Limited	IPRATROPIUM BROMIDE	1	kg/kg		20241231
15308-1021_9e9e624d-e21e-44ed-b320-3e515ea7b2c3	15308-1021	BULK INGREDIENT	Salmeterol Xinafoate	POWDER	20160121		BULK INGREDIENT	Aarti Pharmalabs Limited	SALMETEROL XINAFOATE	5	kg/5kg		20241231
15308-1121_abdb4260-1ded-4101-8cbf-f07b67208fd7	15308-1121	BULK INGREDIENT	Enzalutamide	POWDER	20210428		BULK INGREDIENT	Aarti Pharmalabs Limited	ENZALUTAMIDE	5	kg/5kg		20241231
15308-1221_808709bc-49fa-4caa-98fa-0621f2cd51fd	15308-1221	BULK INGREDIENT	Apixaban	POWDER	20210701		BULK INGREDIENT	Aarti Pharmalabs Limited	APIXABAN	5	kg/5kg		20241231
15308-1506_9f019a9c-6121-439a-94a9-6c7aaaa75199	15308-1506	BULK INGREDIENT	Venlafaxine Hydrochloride Polymorph B	POWDER	20121214		BULK INGREDIENT	Aarti Pharmalabs Limited	VENLAFAXINE HYDROCHLORIDE	1	kg/kg		20241231
15308-2021_9eca1a4c-2b15-4bae-9531-db5f8f27ffd5	15308-2021	BULK INGREDIENT	Fluticasone Furoate	POWDER	20200714		BULK INGREDIENT	Aarti Pharmalabs Limited	FLUTICASONE FUROATE	5	kg/5kg		20241231
15308-2401_5e5cace6-0638-4345-8f5f-6a9f3d804fb3	15308-2401	BULK INGREDIENT	Palbociclib	POWDER	20240131		BULK INGREDIENT	Aarti Pharmalabs Limited	PALBOCICLIB	150	kg/150kg		20251231
15308-2402_22d9374c-0669-4b4f-a9c4-c12a02ad490e	15308-2402	BULK INGREDIENT	Ibrutinib	POWDER	20240131		BULK INGREDIENT	Aarti Pharmalabs Limited	IBRUTINIB	200	kg/200kg		20251231
15308-2610_38dc98c3-e998-46bd-807f-0779e63ee8f9	15308-2610	BULK INGREDIENT	Venlafaxine Hydrochloride Polymorph C	POWDER	19980101		BULK INGREDIENT	Aarti Pharmalabs Limited	VENLAFAXINE HYDROCHLORIDE	1	kg/kg		20241231
15308-2710_723b8209-a8dc-4c75-b6a8-676f4fcdc021	15308-2710	BULK INGREDIENT	Mometasone Furoate Monohydrate	POWDER	20060101		BULK INGREDIENT	Aarti Pharmalabs Limited	MOMETASONE FUROATE MONOHYDRATE	1	kg/kg		20241231
15308-2908_6e0f5bc4-d4fe-43cb-b956-2204a8c89ffb	15308-2908	BULK INGREDIENT	Deferiprone	POWDER	20230416		BULK INGREDIENT	Aarti Pharmalabs Limited	DEFERIPRONE	360	kg/360kg		20241231
15342-001_9ac0c767-3409-4b91-b80b-cc7a5173ad93	15342-001	DRUG FOR FURTHER PROCESSING	piperonyl butoxide	LIQUID	20160601		DRUG FOR FURTHER PROCESSING	Endura Spa	PIPERONYL BUTOXIDE	200	kg/kg		20241231
15440-1025_ea2c5b35-c348-7555-e053-2a95a90a969f	15440-1025	BULK INGREDIENT	Gemfibrozil	POWDER	20060914		BULK INGREDIENT	Zhejiang Excel Pharmaceutical Co., Ltd.	GEMFIBROZIL	1	kg/kg		20241231
15452-001_ec6dae9d-a9ed-4e88-8b36-27aef73124fa	15452-001	BULK INGREDIENT	CALCIUM POLYCARBOPHIL	POWDER	20050721		BULK INGREDIENT	ZHEJIANG TOP MEDICINE CO., LTD	CALCIUM POLYCARBOPHIL	1	kg/kg		20241231
15579-840_08a426ab-1fbc-5dcf-e063-6394a90a8486	15579-840	DRUG FOR FURTHER PROCESSING	CARBAMIDE PEROXIDE	SOLUTION/ DROPS	20230301		DRUG FOR FURTHER PROCESSING	Bell Pharmaceuticals, Inc.	CARBAMIDE PEROXIDE	65	mg/mL		20241231
15592-0945_0bd756ca-ac4c-f571-e063-6394a90a405f	15592-0945	BULK INGREDIENT	White Petrolatum	OINTMENT	20220103		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3649_0bcb4a02-a684-e3b7-e063-6394a90a0548	15592-3649	BULK INGREDIENT	Mineral Oil	OIL	20220103		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3656_0bcb2b81-a1e4-dd30-e063-6394a90ab829	15592-3656	BULK INGREDIENT	Mineral Oil	LIQUID	20220101		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3677_0bcb07eb-919a-9953-e063-6294a90a1ff9	15592-3677	BULK INGREDIENT	White Mineral Oil	OIL	20200101		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3691_0bcb4e08-a6aa-d959-e063-6294a90a9428	15592-3691	BULK INGREDIENT	Mineral Oil	OIL	20220103		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3696_0bcb4a02-a682-e3b7-e063-6394a90a0548	15592-3696	BULK INGREDIENT	Mineral Oil	LIQUID	20220103		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3702_0bcaa9bd-2fa5-9865-e063-6394a90ae61b	15592-3702	BULK INGREDIENT	Mineral Oil	LIQUID	20220103		BULK INGREDIENT	Sonneborn, LLC	MINERAL OIL	1	kg/kg		20241231
15592-3705_0bd777be-53b9-1c65-e063-6394a90adcae	15592-3705	BULK INGREDIENT	Petrolatum	OINTMENT	20220301		BULK INGREDIENT	Sonneborn, LLC	PETROLATUM	1	kg/kg		20241231
15592-3712_0bd74504-47b6-e8a1-e063-6394a90a141a	15592-3712	BULK INGREDIENT	White Petrolatum	OINTMENT	20220103		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3716_0bd756ca-ac4b-f571-e063-6394a90a405f	15592-3716	BULK INGREDIENT	White Petrolatum	OINTMENT	20220103		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3718_0bd77640-5f3b-abe5-e063-6294a90ae610	15592-3718	BULK INGREDIENT	White Petrolatum	OINTMENT	20200102		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3722_0bcb3a39-0d0d-e8f8-e063-6394a90a13af	15592-3722	BULK INGREDIENT	Petrolatum	OINTMENT	20200102		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3726_0bcb4a02-a687-e3b7-e063-6394a90a0548	15592-3726	BULK INGREDIENT	Petrolatum	OINTMENT	20200101		BULK INGREDIENT	Sonneborn, LLC	PETROLATUM	1	kg/kg		20241231
15592-3756_0bcb2b81-a1e5-dd30-e063-6394a90ab829	15592-3756	BULK INGREDIENT	Petrolatum	OINTMENT	20200102		BULK INGREDIENT	Sonneborn, LLC	PETROLATUM	1	kg/kg		20241231
15592-3762_0bd756ca-ac4a-f571-e063-6394a90a405f	15592-3762	BULK INGREDIENT	White Petrolatum	OINTMENT	20220103		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-3763_0bcb4a02-a685-e3b7-e063-6394a90a0548	15592-3763	BULK INGREDIENT	White Petrolatum	OINTMENT	20220103		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-7411_0bd717b2-c9a0-8309-e063-6294a90ae7c3	15592-7411	BULK INGREDIENT	White Petrolatum	OINTMENT	20220301		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20241231
15592-7758_10a890c0-712e-b527-e063-6294a90a563e	15592-7758	BULK INGREDIENT	Petrolatum	OINTMENT	20240205		BULK INGREDIENT	Sonneborn, LLC	WHITE PETROLATUM	1	kg/kg		20251231
15613-100_b35b1283-778f-468d-8bd1-d54bb4aee716	15613-100	DRUG FOR FURTHER PROCESSING	zinc oxide	POWDER	20070101		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	12.5	kg/12.5kg		20241231
15613-110_b35b1283-778f-468d-8bd1-d54bb4aee716	15613-110	DRUG FOR FURTHER PROCESSING	zinc oxide	POWDER	20070101		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	12.96	kg/14kg		20241231
15613-300_b35b1283-778f-468d-8bd1-d54bb4aee716	15613-300	DRUG FOR FURTHER PROCESSING	zinc oxide	POWDER	20120810		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	12.5	kg/12.5kg		20241231
15613-310_b35b1283-778f-468d-8bd1-d54bb4aee716	15613-310	DRUG FOR FURTHER PROCESSING	Zinc oxide	POWDER	20120810		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	13.8	kg/14kg		20241231
15613-501_52436298-da5a-4b6b-b624-28db7c354245	15613-501	DRUG FOR FURTHER PROCESSING	Zinc oxide dispersion	LIQUID	20210628		DRUG FOR FURTHER PROCESSING	EZUF NL B.V	ZINC OXIDE	35	kg/21kg		20241231
15613-502_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-502	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide	LIQUID	20210705		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	14.37	kg/25kg		20241231
15613-504_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-504	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide and Titanium Dioxide	LIQUID	20210705		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	TITANIUM DIOXIDE; ZINC OXIDE	5.75; 7.5	kg/25kg; kg/25kg		20241231
15613-506_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-506	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide	LIQUID	20210705		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	15	kg/25kg		20241231
15613-507_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-507	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc oxide	LIQUID	20210706		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	17	kg/25kg		20241231
15613-508_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-508	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc oxdie	LIQUID	20210706		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	17.25	kg/25kg		20241231
15613-509_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-509	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide	LIQUID	20210706		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	16.875	kg/25kg		20241231
15613-510_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-510	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide	LIQUID	20210706		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	14.375	kg/25kg		20241231
15613-511_6fa9e893-20bd-4924-ac7d-c4b9553ad851	15613-511	DRUG FOR FURTHER PROCESSING	Dispersion of Zinc Oxide	LIQUID	20210706		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	16.925	kg/25kg		20241231
15613-512_20d9daa9-f7be-42f2-b9ef-8a5480b9faae	15613-512	DRUG FOR FURTHER PROCESSING	Zinc oxide dispersion	LIQUID	20230728		DRUG FOR FURTHER PROCESSING	EZUF NL B.V	ZINC OXIDE	21	kg/35kg		20241231
15613-600_92cf8cb7-0374-4ddf-a2cb-067c3e664803	15613-600	DRUG FOR FURTHER PROCESSING	Zinc oxide	POWDER	20150901		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	12.5	kg/12.5kg		20241231
15613-610_92cf8cb7-0374-4ddf-a2cb-067c3e664803	15613-610	DRUG FOR FURTHER PROCESSING	Zinc oxide	POWDER	20150901		DRUG FOR FURTHER PROCESSING	EZUF NL B.V.	ZINC OXIDE	12.96	kg/14kg		20241231
15894-0004_6c531a7c-7db5-4496-95cc-6bd430db8e01	15894-0004	BULK INGREDIENT	Montelukast Sodium	POWDER	20190819		BULK INGREDIENT	Teva API India Private Ltd	MONTELUKAST SODIUM	100	kg/100kg		20241231
15894-0005_b8118a2f-823f-40dc-8879-cfdea894c548	15894-0005	BULK INGREDIENT	Quetiapine Fumarate	POWDER	20151214		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Teva API India Private Ltd	QUETIAPINE FUMARATE	100	kg/100kg		20241231
15894-0006_9129c128-2363-4dcc-8af2-205a3e1ee473	15894-0006	BULK INGREDIENT	Olanzapine	POWDER	20190715		BULK INGREDIENT	Teva API India Private Ltd	OLANZAPINE	100	kg/100kg		20241231
15894-0008_bdcf6e85-beb2-4c53-a760-9e723967ecb7	15894-0008	BULK INGREDIENT	Irbesartan	POWDER	20190819		BULK INGREDIENT	Teva API India Private Ltd	IRBESARTAN	100	kg/100kg		20241231
15894-0011_f3a1c940-989a-4b26-8608-13f56c26ab35	15894-0011	BULK INGREDIENT	Ezetimibe	POWDER	20171117		BULK INGREDIENT	Teva API India Private Ltd	EZETIMIBE	100	kg/100kg		20241231
15894-0014_e9b4cc60-91f9-4d3c-bea3-6b20052416e8	15894-0014	BULK INGREDIENT	Caspofungin Acetate IH	POWDER	20171117		BULK INGREDIENT	Teva API India Private Ltd	CASPOFUNGIN	100	kg/100kg		20241231
15894-0016_536c4f82-a532-430c-bbae-ed6c8b10b0bb	15894-0016	BULK INGREDIENT	Pregabalin	POWDER	20190326		BULK INGREDIENT	Teva API India Private Ltd	PREGABALIN	100	kg/100kg	CV	20241231
15894-0017_fb914e4b-55b9-4343-a6ae-88fb5a85775c	15894-0017	BULK INGREDIENT	Pioglitazone Hydrochloride	POWDER	20230315		BULK INGREDIENT	Teva API India Limited	PIOGLITAZONE HYDROCHLORIDE	1	kg/kg		20241231
15894-0018_d2db5f7a-da97-4dd8-ba02-222cfde8e377	15894-0018	BULK INGREDIENT	Sitagliptin Phosphate	POWDER	20151214		BULK INGREDIENT	Teva API India Private Ltd	SITAGLIPTIN PHOSPHATE	100	kg/100kg		20241231
15894-0019_c382e11e-3d15-4bc2-8d62-b9364ab35e9b	15894-0019	BULK INGREDIENT	Olmesartan Medoxomil	POWDER	20151214		BULK INGREDIENT	Teva API India Private Ltd	OLMESARTAN MEDOXOMIL	100	kg/100kg		20241231
15894-0022_9e79684e-60a8-4109-8b73-697a76c240fb	15894-0022	BULK INGREDIENT	Diltiazem Hydrochloride	POWDER	20110809		BULK INGREDIENT	Teva API India Private Ltd	DILTIAZEM HYDROCHLORIDE	1	kg/kg		20241231
15894-0023_1f80a393-0102-43e8-a547-9a3605415648	15894-0023	BULK INGREDIENT	Atorvastatin Calcium	POWDER	20130123		BULK INGREDIENT	Teva API India Private Limited	ATORVASTATIN CALCIUM TRIHYDRATE	100	kg/100kg		20241231
15894-0024_ab663759-f731-4cfe-9f55-69bcbe86823c	15894-0024	BULK INGREDIENT	Varenicline Tartrate	POWDER	20130123		BULK INGREDIENT	Teva API India Ltd	VARENICLINE TARTRATE	100	kg/100kg		20241231
15894-0025_068a93fc-073d-4d33-9578-7a8af48204c5	15894-0025	BULK INGREDIENT	Dabigatran Etexilate Mesylate	POWDER	20130621		BULK INGREDIENT	Teva API India Ltd	DABIGATRAN ETEXILATE MESYLATE	100	kg/100kg		20241231
15894-0026_116b68b0-55a0-4f4f-a09b-457af6dbee50	15894-0026	BULK INGREDIENT	Clarithromycin	POWDER	20140207		BULK INGREDIENT	Teva API India Ltd	CLARITHROMYCIN	100	kg/100kg		20241231
15894-0027_45542f01-48a5-4bae-83d9-41e1ac51274c	15894-0027	BULK INGREDIENT	Sofosbuver	POWDER	20150205		BULK INGREDIENT	Teva API India Private Ltd	SOFOSBUVIR	100	kg/100kg		20241231
15894-0028_d237e11c-4066-46bc-b015-1829ef3ab243	15894-0028	BULK INGREDIENT	Losartan Potassium	POWDER	20151214		BULK INGREDIENT	Teva API India Private Ltd	LOSARTAN POTASSIUM	100	kg/100kg		20241231
15894-0029_9646792d-baac-454f-bd49-45a79e7a13af	15894-0029	BULK INGREDIENT	Sitagliptin Malate	POULTICE	20151214		BULK INGREDIENT	Teva API India Private Ltd	SITAGLIPTIN	100	kg/100kg		20241231
15894-0030_0476843b-0735-471c-91ec-2a6d601403df	15894-0030	BULK INGREDIENT	Ticagrelor	POWDER	20151214		BULK INGREDIENT	Teva API India Private Ltd	TICAGRELOR	100	kg/100kg		20241231
15894-0031_caa9f159-d0c1-4a66-a46b-da9db920194a	15894-0031	BULK INGREDIENT	Eletriptan Hydrobromide IH	POWDER	20160526		BULK INGREDIENT	Teva API India Private Ltd	ELETRIPTAN HYDROBROMIDE	100	kg/100kg		20241231
15894-0032_cc595840-a5c0-4bf7-b334-1661412ff9b5	15894-0032	BULK INGREDIENT	Rilpivirine HCl	POWDER	20160801		BULK INGREDIENT	Teva API India Private Ltd	RILPIVIRINE HYDROCHLORIDE	100	kg/100kg		20241231
15894-0033_e1d75c90-1af4-4b00-abfd-c0c4b1bb33dc	15894-0033	BULK INGREDIENT	Amitriptyline Hydrochloride	POWDER	20190123		BULK INGREDIENT	Teva API India Private Ltd	AMITRIPTYLINE HYDROCHLORIDE	100	kg/100kg		20241231
15894-0034_d6a4dd0a-76db-46d9-b46c-e3f0c1c7ac71	15894-0034	BULK INGREDIENT	Imipramine Hydrochloride	POWDER	20190819		BULK INGREDIENT	Teva API India Private Ltd	IMIPRAMINE HYDROCHLORIDE	100	kg/100kg		20241231
15894-0035_397517da-94f6-47f2-967e-079e2dab3bb4	15894-0035	BULK INGREDIENT	Doxepin HCl	POWDER	20200430		BULK INGREDIENT	Teva API India Private Ltd	DOXEPIN HYDROCHLORIDE	100	kg/100kg		20241231
15894-0036_ecbcd359-e068-4b15-92df-c3130ebfb28a	15894-0036	BULK INGREDIENT	Docosanol	POWDER	20201013		BULK INGREDIENT	Teva API India Private Ltd	DOCOSANOL	100	kg/100kg		20241231
15894-0037_c4aebeae-e717-4eea-af60-4b8da30bfcc2	15894-0037	BULK INGREDIENT	Glycerol Phenyl Butyrate	POWDER	20210127		BULK INGREDIENT	Teva API India Private Limited	GLYCEROL PHENYLBUTYRATE	1	kg/kg		20241231
15894-0038_e1140d3d-0c21-4759-966b-048306730caa	15894-0038	BULK INGREDIENT	Methyldopa	POWDER	20220124		BULK INGREDIENT	Teva API India Limited	METHYLDOPA	1	kg/kg		20241231
15894-0039_f998ed3f-c1cc-4c02-a808-b6c147786534	15894-0039	BULK INGREDIENT	FLUOXETINE hcl	POWDER	20240403		BULK INGREDIENT	Teva API India Limited	FLUOXETINE HYDROCHLORIDE	1	kg/kg		20251231
15894-0040_5c96bb16-1151-4c3d-a274-5fb6b4999136	15894-0040	BULK INGREDIENT	Carbidopa	POWDER	20230223		BULK INGREDIENT	Teva API India Limited	CARBIDOPA	1	kg/kg		20241231
15894-0041_bf3eb378-37c6-4f45-aa27-cc56761c686a	15894-0041	BULK INGREDIENT	Triheptanoin	POWDER	20240103		BULK INGREDIENT	Teva API India Limited	TRIHEPTANOIN	1	kg/kg		20251231
16252-514_860ef199-004d-46f9-b1a5-948ef507e75a	16252-514	DRUG FOR FURTHER PROCESSING	Ciprofloxacin	TABLET, FILM COATED	20040609		DRUG FOR FURTHER PROCESSING	Actavis Pharma, Inc.	CIPROFLOXACIN HYDROCHLORIDE	250	mg/1		20241231
16252-515_860ef199-004d-46f9-b1a5-948ef507e75a	16252-515	DRUG FOR FURTHER PROCESSING	Ciprofloxacin	TABLET, FILM COATED	20040609		DRUG FOR FURTHER PROCESSING	Actavis Pharma, Inc.	CIPROFLOXACIN HYDROCHLORIDE	500	mg/1		20241231
16252-516_860ef199-004d-46f9-b1a5-948ef507e75a	16252-516	DRUG FOR FURTHER PROCESSING	Ciprofloxacin	TABLET, FILM COATED	20040609		DRUG FOR FURTHER PROCESSING	Actavis Pharma, Inc.	CIPROFLOXACIN HYDROCHLORIDE	750	mg/1		20241231
16262-001_eeadebe4-9edf-7e45-e053-2a95a90a7fdd	16262-001	DRUG FOR FURTHER PROCESSING	Fesoterodine fumarate	TABLET, EXTENDED RELEASE	20081031		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	FESOTERODINE FUMARATE	4	mg/1		20241231
16262-002_eeadebe4-9edf-7e45-e053-2a95a90a7fdd	16262-002	DRUG FOR FURTHER PROCESSING	Fesoterodine fumarate	TABLET, EXTENDED RELEASE	20081031		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	FESOTERODINE FUMARATE	8	mg/1		20241231
16262-009_eeadde99-72bc-4ac8-e053-2995a90ac27f	16262-009	DRUG FOR FURTHER PROCESSING	Lacosamide 50 mg pinkish film-coated	TABLET, FILM COATED	20150722		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	LACOSAMIDE	50	mg/1	CV	20241231
16262-010_eeadde99-72bc-4ac8-e053-2995a90ac27f	16262-010	DRUG FOR FURTHER PROCESSING	Lacosamide 100 mg yellow film-coated tablet	TABLET, FILM COATED	20150722		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	LACOSAMIDE	100	mg/1	CV	20241231
16262-011_eeadde99-72bc-4ac8-e053-2995a90ac27f	16262-011	DRUG FOR FURTHER PROCESSING	Lacosamide 150 mg salmon film-coated tablet	TABLET, FILM COATED	20150722		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	LACOSAMIDE	150	mg/1	CV	20241231
16262-012_eeadde99-72bc-4ac8-e053-2995a90ac27f	16262-012	DRUG FOR FURTHER PROCESSING	Lacosamide 200 mg blue film-coated tablet	TABLET, FILM COATED	20150722		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH	LACOSAMIDE	200	mg/1	CV	20241231
16262-014_d28f90ab-83db-6775-e053-2a95a90a2413	16262-014	DRUG FOR FURTHER PROCESSING	Sodium Alendronate	TABLET	20151019		DRUG FOR FURTHER PROCESSING	Aesica Pharmaceuticals GmbH, Zwickau	ALENDRONIC ACID	70	mg/1		20241231
16364-145_eaea1952-d1bc-610e-e053-2a95a90af696	16364-145	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	25	mg/1		20241231
16364-146_eaea1952-d1bc-610e-e053-2a95a90af696	16364-146	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	50	mg/1		20241231
16364-147_eaea1952-d1bc-610e-e053-2a95a90af696	16364-147	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	100	mg/1		20241231
16364-148_eaea1952-d1bc-610e-e053-2a95a90af696	16364-148	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	200	mg/1		20241231
16364-149_eaea1952-d1bc-610e-e053-2a95a90af696	16364-149	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	300	mg/1		20241231
16364-150_eaea1952-d1bc-610e-e053-2a95a90af696	16364-150	DRUG FOR FURTHER PROCESSING	Quetiapine fumarate	TABLET, FILM COATED	20151216		DRUG FOR FURTHER PROCESSING	Intas Pharmaceuticals Limited	QUETIAPINE FUMARATE	400	mg/1		20241231
16436-0061_908b9bce-7a72-425b-9259-f47d8b751e91	16436-0061	BULK INGREDIENT	Quetiapine Fumarate	POWDER	20100603		BULK INGREDIENT	Medichem Manufacturing (Malta) Ltd.	QUETIAPINE FUMARATE	75	kg/75kg		20241231
16436-0082_566fe15d-d60b-4302-a523-16077127ef4c	16436-0082	BULK INGREDIENT	Cinacalcet Hydrochloride	POWDER	20100603		BULK INGREDIENT	Medichem Manufacturing (Malta) Ltd.	CINACALCET HYDROCHLORIDE	75	kg/75kg		20241231
