property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
  Plot/Land for Sale in Olpad Sayan Road Surat,Plot Area,873 sqft,No,Resale,3,,,,"₹1,718 per sqft ",₹15 Lac 
"2 BHK Apartment for Sale in Prayosha Shine, Dindoli Surat",Super Area,1120 sqft,Unfurnished,Poss. by Jun '24,New Property,"Garden/Park, Main Road",Prayosha Shine,"Thoughtfully designed. delicately moulded, and ended up as an incredible portrait. Hallmark of valuing creativity and innovation, this time Savani Developers  are presenting Surat inhabitants Prayosha Shine. A domicile, neither seen nor experienced ever before. Turn your lifes chapter into a remarkably altered territory, comprising leisure, Luxury, and life in a real sense.Read more","₹2,600 per sqft ",₹29.1 Lac 
  Plot/Land for Sale in Pipodara Surat,Plot Area,18360 sqft,,Freehold,New Property,,,industry open plot,₹147 per sqft ,₹27 Lac 
"1 BHK Apartment for Sale in Adeshwar Park Apartment , Athawa Lines Surat",Carpet Area,615 sqft,Resale,Ready to Move,3 out of 10,Furnished,Main Road,,,₹20 Lac 
  Plot/Land for Sale in Aastha bunglow Surat,Plot Area,800 sqft,4,Freehold,Resale,7 m,Yes,Residential plot is available for sale. It has plot area 800 sq-ft that faces East direction. Please contact for more details.Read more,"₹1,562 per sqft ",₹12.5 Lac 
"1 BHK Apartment for Sale in Omkar Residency, Palan Pur Patiya Surat",Super Area,730 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,West,open from three sides and garden side balcony,"₹3,151 per sqft ",₹23 Lac 
2 BHK  House for Sale in Kim Surat,Carpet Area,300 sqft,Unfurnished,Ready to Move,Resale,1,1,,"₹2,778 per sqft ",₹12 Lac 
  Land for Sale in Narthan Surat,Built Area,145 sqft,,Resale,,,,"very hot location, society in high demand","₹8,966 per sqft ",₹13 Lac 
  Showroom for Sale in Vitotria hight Surat,Super Area,1150 sqft,1,Ground out of 2,Resale,,,,₹113 per sqft ,₹1.3 Lac 
  Shop for Sale in Katar Gam Surat,Super Area,256 sqft,Resale,Ready to Move,Ground out of 2,,,,"₹6,250 per sqft ",₹16 Lac 
2 BHK Apartment for Sale in Ankur heights Surat,Super Area,1207 sqft,,Ready to Move,Resale,,,,"₹3,314 per sqft ",₹40 Lac 
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Super Area,1252 sqft,Resale,Ready to Move,9 out of 13,Semi-Furnished,Shyam enclave,,"₹3,195 per sqft ",₹40 Lac 
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,900 sqft,Resale,Ready to Move,Ground out of 3,Semi-Furnished,1,,"₹3,535 per sqft ",₹35 Lac 
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,525 sqft,Resale,Ready to Move,3 out of 4,Furnished,2,,"₹4,800 per sqft ",₹30 Lac 
"1 BHK Apartment for Sale in Swapna Villa 2 Phase 2, Kamrej Surat",Carpet Area,750 sqft,Resale,Ready to Move,1 out of 5,Semi-Furnished,Swapna Villa 2 Phase 2,,"₹3,125 per sqft ",₹25 Lac 
4 BHK  House for Sale in Pal Surat,Carpet Area,1450 sqft,Resale,Ready to Move,Ground out of 2,Unfurnished,East,This Residential House of total 2 floors faces East direction. Ideal place to invest in for a family to make a beautiful house. The type of ownership is Freehold. Residential House spans over 25 X 40 Sq-ft in lengthRead more,"₹2,429 per sqft ",₹34 Lac 
2 BHK Builder Floor for Sale in Sachin Surat,Super Area,732 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,1, This Builder Floor Apartment is located at 4th floor in a building of total 5 floors. Read more,"₹1,776 per sqft ",₹13 Lac 
  Shop for Sale in Palanpur Jakatnaka Surat,Super Area,100 sqft,Resale,Ready to Move,Ground out of 4,,,,"₹20,510 per sqft ",₹20.5 Lac 
"2 BHK Apartment for Sale in Adajan, Surat Surat",Super Area,1100 sqft,,Ready to Move,Resale,,,,"₹4,091 per sqft ",₹45 Lac 
"3 BHK Apartment for Sale in Green City, Bhatha Surat",Carpet Area,1150 sqft,Resale,Ready to Move,1 out of 13,Unfurnished,Green City,,"₹3,175 per sqft ",₹50 Lac 
4 BHK  House for Sale in Maroli Surat,Super Area,1800 sqft,Unfurnished,Ready to Move,Resale,4,,,"₹2,222 per sqft ",₹40 Lac 
2 BHK Builder Floor for Sale in Varachha Surat,Super Area,670 sqft,Resale,Ready to Move,2 out of 4,Semi-Furnished,1,,"₹2,687 per sqft ",₹18 Lac 
2 BHK Builder Floor for Sale in Vyara Surat,Super Area,918 sqft,Resale,Ready to Move,2 out of 5,Unfurnished,2,,"₹2,288 per sqft ",₹21 Lac 
"2 BHK Apartment for Sale in Palanpur ,Canal road Surat",Carpet Area,1246 sqft,Semi-Furnished,Ready to Move,4 out of 12,2,,,,₹50 Lac 
  Office Space for Sale in Pal Road Surat,Carpet Area,185 sqft,Resale,Ready to Move,4 out of 4,1,,,"₹6,216 per sqft ",₹23 Lac 
"1 BHK Apartment for Sale in Nil Gagan Apartment, Athwa Gate Surat",Super Area,675 sqft,Resale,Ready to Move,2 out of 10,Semi-Furnished,East,"Multistorey apartment is available for sale. It has covered area 675 sq-ft, it is 1 BHK apartment. Please contact for more details.Read more","₹3,259 per sqft ",₹22 Lac 
  Plot/Land for Sale in Masma Village Surat,Plot Area,721 sqft,4,Resale,2,30 m,No,Residential plot is available for sale. It has plot area 67 sq-meter that faces East direction. Please contact for more details.Read more,"₹1,941 per sqft ",₹14 Lac 
  Plot/Land for Sale in Velanja Surat,Plot Area,800 sqft,Yes,20 X 40,Resale,,,,"₹2,500 per sqft ",₹20 Lac 
1 BHK Villa for Sale in Kadodara Surat,Carpet Area,26 sqm,Unfurnished,Ready to Move,Resale,"Garden/Park, Main Road",Freehold,"This is a 1 BHK Row House in Shivalay Residency, Tundi Gam, Bardoli Road, Kadodara. The house is located in the most front row of all the houses and faces the Garden and Mandir. It has its own private terrace which can be modified or covered for using it as a private party or relaxing zone. The society is fully functional with security and open parking. It can be your home or a home away from home. The area is a very rapidly developing area and hence you can look at this as an investment opportunity too.Read more","₹2,555 per sqft ",₹11 Lac 
3 BHK  House for Sale in HRP bungalows Surat,Carpet Area,67 sqm,Unfurnished,Ready to Move,Resale,North,Freehold,5 min distance from national highway,,₹24 Lac 
1 BHK Apartment for Sale in Bhestan Surat,Super Area,450 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,2,,"₹3,333 per sqft ",₹15 Lac 
  Plot/Land for Sale in Olpad Surat,Plot Area,72 sqft,No,Resale,3,,,,"₹15,278 per sqft ",₹11 Lac 
2 BHK Builder Floor for Sale in Adajan Surat,Super Area,1050 sqft,Resale,Ready to Move,2 out of 5,Furnished,2,,"₹3,333 per sqft ",₹35 Lac 
1 BHK  House for Sale in Masma Village Surat,Super Area,480 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,1,,"₹3,438 per sqft ",₹16.5 Lac 
1 BHK Builder Floor for Sale in Katargam Surat,Super Area,700 sqft,Resale,Ready to Move,Ground out of 5,Semi-Furnished,1,,"₹2,143 per sqft ",₹15 Lac 
"1 BHK Apartment for Sale in Abhava , devnandan residency, b-402 Surat",Super Area,840 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,1,,"₹2,381 per sqft ",₹20 Lac 
3 BHK  House for Sale in Kosamba Surat,Super Area,1250 sqft,Semi-Furnished,Ready to Move,Resale,3,2,Property is available for Lease,"₹2,480 per sqft ",₹31 Lac 
  Plot/Land for Sale in Dundi Surat,Plot Area,700 sqft,1,Resale,Congo,No,,,"₹2,143 per sqft ",₹15 Lac 
2 BHK Builder Floor for Sale in Dindoli Surat,Super Area,800 sqft,Resale,Ready to Move,3 out of 5,Semi-Furnished,1,,"₹2,300 per sqft ",₹18.4 Lac 
2 BHK Villa for Sale in Jahangir Pura Surat,Super Area,110 sqyrd,Unfurnished,Ready to Move,Resale,2,,,"₹4,040 per sqft ",₹40 Lac 
"2 BHK Apartment for Sale in Shivalik, Dabholi Surat",Super Area,1020 sqft,Resale,Ready to Move,2 out of 4,Unfurnished,East,,"₹3,285 per sqft ",₹33.5 Lac 
3 BHK  House for Sale in Opp. Masma village Surat,Carpet Area,900 sqft,New Property,Ready to Move,1 out of 1,Unfurnished,East,,"₹5,111 per sqft ",₹46 Lac 
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1288 sqft,Resale,Ready to Move,10 out of 13,Furnished,2,,"₹3,106 per sqft ",₹40 Lac 
4 BHK  House for Sale in Navagam Surat,Carpet Area,1260 sqft,Resale,Ready to Move,3 out of 3,Unfurnished,3,,"₹2,032 per sqft ",₹32 Lac 
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1175 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,East,"2BHK flat for sale at Rajhans Residency, Jahagirpura, 1175 sq feet. Campus facing , Wind direction,  Vastu complied. Visit available only on Sunday with prior Intimation.Expected price 34L negotiable.Read more","₹3,234 per sqft ",₹38 Lac 
2 BHK  House for Sale in Bhesan Surat,Super Area,840 sqft,Resale,Ready to Move,Ground out of 2,Unfurnished,2,,"₹2,976 per sqft ",₹25 Lac 
3 BHK Builder Floor for Sale in Adajan Surat,Super Area,1200 sqft,Resale,Ready to Move,2 out of 4,Furnished,2,,"₹3,750 per sqft ",₹45 Lac 
2 BHK Apartment for Sale in Majura Gate Surat,Super Area,1100 sqft,Resale,Ready to Move,6 out of 11,Semi-Furnished,2,,"₹4,364 per sqft ",₹48 Lac 
"2 BHK Apartment for Sale in Neelkanth Residency, Palanpur Gam Surat",Carpet Area,775 sqft,Resale,Ready to Move,3 out of 4,Unfurnished,East,"2 BHK flat for sale. It is a superb property and offers an excellent view. The flat is semi furnished and promises a comfortable stay for your family. The society has club house  community center, security personnel, intercom facilities, parking facilities, park etc. This residential locality is good with all basic amenities including hospitals, schools, shopping complex, colleges and markets available nearby.Read more","₹3,759 per sqft ",₹45 Lac 
  Plot/Land for Sale in Kosamba Surat,Plot Area,1857 sqft,Yes,Resale,2,,,,₹781 per sqft ,₹14.5 Lac 
2 BHK Apartment for Sale in Katargam Surat,Super Area,960 sqft,Resale,Ready to Move,4 out of 5,Furnished,2,,"₹3,385 per sqft ",₹32.5 Lac 
2 BHK  House for Sale in Dindoli Surat,Carpet Area,592 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,West,Roman elevation and 10 plus amenities,"₹7,601 per sqft ",₹45 Lac 
"2 BHK Apartment for Sale in Stuti Empress, Palan Pur Patiya Surat",Carpet Area,1100 sqft,Resale,Ready to Move,11 out of 12,Unfurnished,East,"Stuti Express placed at strategic location at the heart of an Adajan Excellent infrastructural network, offers quick access to most of the popular placesRead more","₹3,205 per sqft ",₹40 Lac 
"2 BHK Apartment for Sale in Rajhans Apple, Palanpur Gam Surat",Super Area,1150 sqft,Resale,Ready to Move,1 out of 5,Semi-Furnished,Rajhans Apple,"you can directly connect with owner 725199901 8 ,flat is facing towards open area in societyRead more","₹3,565 per sqft ",₹41 Lac 
2 BHK  House for Sale in VR GROUP Surat,Carpet Area,480 sqft,Unfurnished,Ready to Move,Resale,2,1,,"₹6,773 per sqft ",₹32.5 Lac 
"3 BHK  House for Sale in Raj Abhishek City Homes, Sachin Surat",Carpet Area,78 sqm,Resale,Ready to Move,2 out of 3,Semi-Furnished,Raj Abhishek City Homes,,"₹3,466 per sqft ",₹50 Lac 
1 BHK Builder Floor for Sale in Umra Surat,Super Area,460 sqft,Resale,Ready to Move,1 out of 4,Unfurnished,East,This Builder Floor Apartment is located at 1st floor in a building of total 4 floors. Modern construction is done in this newly built Builder Floor Apartment.Read more,"₹3,087 per sqft ",₹14.2 Lac 
2 BHK  House for Sale in Dindoli Surat,Super Area,18 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,Freehold,,"₹1,94,444 per sqft ",₹35 Lac 
1 BHK Builder Floor for Sale in Bardoli Surat,Super Area,650 sqft,Resale,Ready to Move,2 out of 5,Unfurnished,1,,"₹1,923 per sqft ",₹12.5 Lac 
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1275 sqft,Resale,Ready to Move,1 out of 5,Unfurnished,2, It's a 1st floor Multistorey Apartment in a building of total 5 floors. The age of construction for this apartment Multistorey Apartment is Less than 5 years. Read more,"₹3,529 per sqft ",₹45 Lac 
3 BHK Apartment for Sale in Adajan Surat,Super Area,1540 sqft,Resale,Ready to Move,3 out of 5,Furnished,2,,"₹2,922 per sqft ",₹45 Lac 
1 BHK Builder Floor for Sale in Punagam Surat,Super Area,400 sqft,Resale,Ready to Move,3 out of 5,Furnished,1,,"₹3,250 per sqft ",₹13 Lac 
"  Shop for Sale in Abhishek Arcade, Chikuwadi Surat",Carpet Area,292 sqft,Resale,Ready to Move,1 out of 5,,,,"₹8,562 per sqft ",₹25 Lac 
  Shop for Sale in Sagrampura Surat,Carpet Area,100 sqft,Resale,Ready to Move,Ground out of 1,,,Commercial shop is available for sale. It is a good location property. Please contact for more details.Read more,"₹35,000 per sqft ",₹35 Lac 
  Plot/Land for Sale in Sheraton Villa Surat,Plot Area,990 sqft,,Resale,,,,,"₹2,424 per sqft ",₹24 Lac 
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,900 sqft,Resale,Ready to Move,5 out of 5,Semi-Furnished,East,"Well vantilated, terrace flat on top floor.","₹2,637 per sqft ",₹27 Lac 
3 BHK Apartment for Sale in Amroli Surat,Super Area,1527 sqft,Resale,Ready to Move,6 out of 10,Unfurnished,1 Covered,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,"₹2,947 per sqft ",₹45 Lac 
1 BHK Apartment for Sale in Athwa Gate Surat,Super Area,620 sqft,Resale,Ready to Move,10 out of 11,Semi-Furnished,1,,"₹3,226 per sqft ",₹20 Lac 
2 BHK Apartment for Sale in Amroli Surat,Super Area,950 sqft,Resale,Ready to Move,1 out of 5,Unfurnished,2,,"₹3,158 per sqft ",₹30 Lac 
2 BHK Apartment for Sale in Katargam Surat,Super Area,950 sqft,Resale,Ready to Move,2 out of 5,Furnished,2,,"₹3,158 per sqft ",₹30 Lac 
"2 BHK Apartment for Sale in Sai Residency, Kamrej Surat",Super Area,1156 sqft,Resale,Ready to Move,3 out of 6,Unfurnished,Sai Residency,,"₹4,325 per sqft ",₹50 Lac 
  Shop for Sale in Rander Road Surat,Super Area,260 sqft,Resale,Ready to Move,Ground out of 11,,,shop is located on main Rander road near Tadwadi,"₹5,577 per sqft ",₹14.5 Lac 
  Office Space for Sale in Pal Surat,Carpet Area,226 sqft,Resale,Ready to Move,2 out of 5,,,,"₹7,675 per sqft ",₹35 Lac 
1 BHK  House for Sale in Kadodara Surat,Super Area,432 sqft,Unfurnished,Ready to Move,Resale,1,," This Residential House is built over 1 floors. The construction has been done keeping in view family needs for space & utility. Great deal, please contact immediately. The Residential House is newly constructed. Read more","₹3,266 per sqft ",₹14.1 Lac 
"2 BHK Apartment for Sale in Anjani Enclave, Dahin Nagar Surat",Super Area,1075 sqft,Resale,Ready to Move,1 out of 5,Semi-Furnished,Anjani Enclave, It's a 1st floor Multistorey Apartment in a building of total 5 floors. Modern construction is done in this newly built Multistorey Apartment. Read more,"₹2,791 per sqft ",₹30 Lac 
  Plot/Land for Sale in Kim Surat,Plot Area,40 sqft,,Resale,No,,,,"₹55,000 per sqft ",₹22 Lac 
2 BHK Apartment for Sale in Gardenview complex honeypark Road adajan Surat,Carpet Area,1190 sqft,Semi-Furnished,Ready to Move,7 out of 7,2,,,,₹40 Lac 
3 BHK Apartment for Sale in Bhagal Surat,Carpet Area,1150 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,2,,"₹2,348 per sqft ",₹27 Lac 
  Shop for Sale in Palanpur Gam Surat,Carpet Area,150 sqft,Resale,Ready to Move,1 out of 7,,,property located nr gauravpath road and it is ready to move in 2 monthsRead more,"₹8,667 per sqft ",₹26 Lac 
2 BHK Builder Floor for Sale in Sonifaliya Surat,Super Area,1200 sqft,Resale,Ready to Move,2 out of 4,Semi-Furnished,2,,"₹2,583 per sqft ",₹31 Lac 
2 BHK Apartment for Sale in Majura Gate Surat,Super Area,1180 sqft,New Property,Ready to Move,8 out of 8,Furnished,Main Road,,"₹3,814 per sqft ",₹45 Lac 
"2 BHK Apartment for Sale in Shakuntal Complex, Adajan Surat",Super Area,1021 sqft,Resale,Ready to Move,7 out of 8,Unfurnished,Shakuntal Complex,,"₹3,918 per sqft ",₹40 Lac 
2 BHK Builder Floor for Sale in Bhatar Road Surat,Super Area,1150 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,2,,"₹2,609 per sqft ",₹30 Lac 
 Industrial Land for Sale in Kim Surat,Built Area,1540 sqft,,Resale,,,,Length & breadth dimensions are : 90 X 16 Sq-ft for this Industrial Land.Read more,₹714 per sqft ,₹11 Lac 
2 BHK  House for Sale in Dindoli Surat,Carpet Area,432 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,3,,,₹32.5 Lac 
2 BHK  House for Sale in Pandesara Surat,Carpet Area,770 sqft,Unfurnished,Ready to Move,Resale,Main Road,2,we have more extra space after parking area for around 10 feet,"₹6,494 per sqft ",₹50 Lac 
"  Shop for Sale in Puspa Raj Harmony, Palanpur Gam Surat",Carpet Area,152 sqft,Resale,Ready to Move,1 out of 4,,,"Good Connectivity with main road location, most fastest developing AreaRead more","₹7,895 per sqft ",₹24 Lac 
  Plot/Land for Sale in Dandi Road Surat,Plot Area,981 sqft,New Property,16.4 X 60,Freehold,3,2,Residential plot is available for sale. It has plot area 109 sq-yard that faces East direction. Please contact for more details.Read more,"₹1,631 per sqft ",₹16 Lac 
2 BHK Apartment for Sale in RUDRAKSHA PALACE Surat,Super Area,1200 sqft,Resale,Ready to Move,2 out of 4,Semi-Furnished,Main Road,,"₹2,492 per sqft ",₹29.9 Lac 
1 BHK Apartment for Sale in Adajan Surat,Super Area,550 sqft,Resale,Ready to Move,3 out of 4,Unfurnished,South -West,This Multistorey Apartment is located at 3rd floor in a building of total 4 floors. This spacious Multistorey Apartment has age of construction above 20 years.Read more,"₹2,545 per sqft ",₹14 Lac 
2 BHK Apartment for Sale in Choryasi Surat,Super Area,1300 sqft,Resale,Ready to Move,1 out of 12,Semi-Furnished,1 Covered,,"₹3,077 per sqft ",₹40 Lac 
"2 BHK Apartment for Sale in Happy Elegance, Vesu Surat",Super Area,1209 sqft,Resale,Ready to Move,8 out of 13,Unfurnished,North - East,g,"₹3,739 per sqft ",₹45.2 Lac 
  Office Space for Sale in Nathubhai Towers Surat,Carpet Area,600 sqft,Resale,Ready to Move,4 out of 6,1,,"main road facing, good light and air","₹3,429 per sqft ",₹24 Lac 
1 BHK Apartment for Sale in Parley Point Surat,Super Area,720 sqft,Resale,Ready to Move,7 out of 8,Furnished,1,,"₹4,861 per sqft ",₹35 Lac 
2 BHK Builder Floor for Sale in Haripura Surat,Super Area,650 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,2 Covered, It's a 4th floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment construction is more than 15 to 20 years old. Read more,"₹3,538 per sqft ",₹23 Lac 
"2 BHK Apartment for Sale in jt stuti highland, Palanpur Surat",Super Area,1180 sqft,Resale,Ready to Move,5 out of 14,Semi-Furnished,2,,"₹3,178 per sqft ",₹37.5 Lac 
